id,type_of_logement_raw,ville_raw,quartier_raw,room_nb_raw,bedroom_nb_raw,surface_raw,price_raw
2890,Appartement,Paris 17,Péreire-Malesherbes,3,2,100,1578000
2891,Appartement,Neuilly-sur-Seine,Saint James-Général Koenig,4,3,95,1230000
2892,Appartement,Saint-Cloud,Coteaux,3,2,47,325000
2893,Maison,Saint-Germain-en-Laye,Place Louis XIV,8,5,190,1980000
2894,Appartement,Le Raincy,Herold,4,2,65,235000
2895,Appartement,Crosne,Plaine Haute,3,2,62.57,205000
2896,Maison,Brie-Comte-Robert,Leclerc-Verdun Nord Est,8,6,255,689000
2897,Maison,,,5,4,114,197000
2898,Appartement,Paris 08,Elysées-Madeleine,5,3,151.57,1990000
2899,Maison,,,4,3,80,242650
2900,Appartement,Neuilly-sur-Marne,Frédéric Passy,3,2,67,235000
2901,Appartement,Paris 03,Archives,3,2,89,3275000
2902,Appartement,Neuilly-sur-Seine,Saint James-Général Koenig,4,3,95,1230000
2903,Appartement,,,2,1,47.68,249000
2904,Maison,Saint-Germain-en-Laye,Place Louis XIV,8,5,190,1980000
2905,Appartement,Le Raincy,Herold,4,2,65,235000
2906,Maison,,,6,4,110,333000
2907,Appartement,Crosne,Plaine Haute,3,2,62.57,205000
2908,Appartement,Limay,Bois de Limay,2,1,39,129990
2909,Maison,,,5,4,114,197000
2910,Appartement,Paris 08,Elysées-Madeleine,5,3,151.57,1990000
2911,Appartement,Sartrouville,L'Union,3,2,53.58,193980
2912,Maison,Chennevières-sur-Marne,Le Fort la Maillarde,10,5,340,819000
2913,Maison,Gournay sur Marne,Guy Mocquet-Jean Mermoz,3,2,64,269000
2914,Maison,Magny les Hameaux,Cressely et Buisson,7,5,150,546000
2915,Appartement,Paris 16,Porte Dauphine,9,7,283.17,3790000
2916,Appartement,,,4,3,83.96,246500
2917,Appartement,Meudon,Meudon la Forêt Sud,5,4,103,630000
2918,Appartement,Morangis,Ormeteau,3,1,55,206000
2919,Appartement,Epinay sur Seine,Gallieni-De Lattre de Tassigny,5,4,97,298000
2920,Appartement,Paris 11,République-Saint Ambroise,5,3,107.5,1180000
2921,Maison,Suresnes,Plateau Nord,10,6,264,1840000
2922,Maison,,,9,5,250,495000
2923,Maison,,,6,4,107,170000
2924,Appartement,Villeparisis,Briand,3,2,67,199000
2925,Appartement,Paris 11,Nation-Alexandre Dumas,3,2,68,750000
2926,Appartement,Le Pecq,Général Leclerc,3,2,71.44,445000
2927,Appartement,Chelles,Sud-Les Bords de Marne-Gambetta-Aulnoy,3,2,58,149000
2928,Appartement,Evry,Bois Guillaume-Bois Sauvage,4,3,77.52,199000
2929,Maison,,,5,3,166,430000
2930,Maison,Paris 12,Vallée de Fécamp,11,8,390,4113500
2931,Appartement,Paris 08,Triangle d'Or,8,5,390,8970000
2932,Appartement,Poissy,Centrale,4,2,92.17,368000
2933,Appartement,Paris 17,Courcelles-Wagram,5,3,128,1999000
2934,Maison,Corbeil-Essonnes,Coquibus,5,3,100,299500
2935,Appartement,Maisons-Laffitte,Napoleon,3,2,68,415000
2936,Maison,Tournan-en-Brie,Centre,6,4,135,330900
2937,Appartement,Paris 16,Porte Dauphine,5,4,152.3,1750000
2938,Maison,,,7,5,180,449000
2939,Maison,,,5,4,130,369000
2940,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,3,2,73,760000
2941,Appartement,Paris 17,Courcelles-Wagram,4,2,75.18,920000
2942,Appartement,Versailles,Clagny-Glatigny,4,3,88,395000
2943,Appartement,Paris 04,Saint Gervais,2,1,53.19,770000
2944,Appartement,Chilly-Mazarin,Croix-Blanche-Cardinal-Bel Abord,4,2,76.26,269000
2945,Maison,Saint-Cloud,Coteaux,6,5,180,1747000
2946,Appartement,Paris 11,Belleville-Saint Maur,5,3,165,1850000
2947,Maison,,,5,3,166,430000
2948,Maison,,,7,5,350,980000
2949,Maison,,,7,4,140,359000
2950,Appartement,Enghien-les-Bains,Residentiel-Place Verdun,4,2,85.7,415000
2951,Appartement,Enghien-les-Bains,Residentiel-Barre d'Ormesson,3,2,62,317000
2952,Appartement,Paris 10,Louis Blanc-Aqueduc,3,2,82.13,1000000
2953,Appartement,,,3,2,74,405000
2954,Maison,,,6,3,156,420000
2955,Maison,Sucy-en-Brie,Gare-Varennes-Zone Industrielle,8,4,175,678000
2956,Appartement,La Ferte sous Jouarre,Est Sud Ouest,2,1,47,94990
2957,Appartement,Paris 01,Saint Germain l'Auxerrois,5,3,93.31,1330000
2958,Appartement,Boulogne-Billancourt,Prince–Marmottan,3,2,82.75,1020000
2959,Maison,La-Celle-Saint-Cloud,Bourg-La Feuillaume Nord,5,2,80,480000
2960,Appartement,Paris 14,Mouton Duvernet,3,2,69,720000
2961,Appartement,Paris 11,Léon-Blum Folie-Regnault,4,2,78.28,898000
2962,Appartement,Paris 07,Invalides,3,1,61,1440000
2963,Appartement,Massy,Centre Ville,3,2,56,262500
2964,Maison,,,6,4,150,462000
2965,Appartement,Saint-Denis,République-Gare-Porte de Paris,2,1,32,130000
2966,Appartement,Vigneux-sur-Seine,Pasteur-Place Marx Dormoy-La Longueraie,2,1,40,148500
2967,Maison,Lisses,Centre,8,5,250,427990
2968,Maison,Joinville-le-Pont,Moutier,6,3,101.19,757000
2969,Appartement,Le Chesnay,La Breche,5,3,160,870000
2970,Appartement,Saint-Germain-en-Laye,Forêt,4,3,81,245000
2971,Appartement,Paris 15,Emeriau-Zola,2,1,51,586000
2972,Maison,,,8,4,230,695000
2973,Maison,Chennevières-sur-Marne,Coteaux,6,4,143,570000
2974,Appartement,Noisy-le-Grand,Bois Saint Martin-Yvris-Richardets-Monfort,4,2,73.23,318000
2975,Appartement,Brétigny-sur-Orge,Centre Ville,3,2,52.71,199230
2976,Maison,Antony,Guillebaud-Beauv Vallon-Les Rabats-Antonypole,7,5,140,655000
2977,Maison,,,7,3,135,505000
2978,Appartement,Paris 08,Parc Monceau,7,4,170,2480000
2979,Maison,,,6,4,175,378000
2980,Maison,Etampes,Centre Ville,5,3,108,199000
2981,Appartement,Saint-Denis,République-Gare-Porte de Paris,4,3,75,229000
2982,Maison,,,8,4,221,1250000
2983,Appartement,Versailles,Notre Dame,4,3,80,760000
2984,Appartement,Paris 19,Manin-Jaurès,3,1,60,570000
2985,Appartement,Paris 16,Chaillot,1,,15,285000
2986,Maison,Le Plessis-Trévise,Gambetta,5,4,115,429000
2987,Appartement,Melun,Montaigu Nord Est,2,1,37.1,129900
2988,Appartement,Saint-Gratien,La Mairie,3,2,56,270000
2989,Appartement,Argenteuil,Orgemont-Bellevue,3,2,55,170000
2990,Appartement,Neuilly-sur-Seine,La Plaine des Sablons,5,3,128,1498000
2991,Appartement,Saint-Ouen,Dock Saint Ouen,5,4,91,665000
2992,Appartement,Antony,Noyer Doré-Pajeaud-Fontaine Michalon,3,3,90,313000
2993,Maison,Saint-Maur-des-Fossés,Adamville,7,6,170,935000
2994,Maison,Cergy,Clairieres-Chateaux-Zone Agricole,6,4,102,349000
2995,Maison,,,5,3,130,449000
2996,Appartement,,,5,3,108,410000
2997,Maison,Parmain,Nord,7,3,175,448600
2998,Maison,,,5,3,130,449000
2999,Appartement,,,3,2,79.63,332000
3000,Appartement,Maisons-Laffitte,Foch,3,2,74.74,364000
3001,Appartement,Paris 17,Courcelles-Wagram,3,1,65,885000
3002,Appartement,Pontault-Combault,Bois Notre Dame,3,2,64,197000
3003,Maison,Antony,Bois de Verrières-Coulée Verte-Parc Heller,10,7,355,1795000
3004,Appartement,Boulogne-Billancourt,Silly-Gallieni,2,1,48,465000
3005,Appartement,,,4,3,90,375000
3006,Maison,Mitry-Mory,Centre,6,4,157,469000
3007,Maison,,,7,6,127,281000
3008,Appartement,Montigny-le-Bretonneux,Saint Quentin,3,2,69,339000
3009,Maison,Morangis,Croix Boisselière-Blés d'Or,8,5,260,556500
3010,Maison,Morangis,Ormeteau,8,5,180,409000
3011,Maison,,,7,5,160,429000
3012,Maison,Etampes,Saint Pierre,2,1,56.41,170000
3013,Appartement,Saint-Germain-en-Laye,Schnapper,2,1,56,485000
3014,Appartement,Boulogne-Billancourt,Silly-Gallieni,3,2,95,945000
3015,Appartement,Paris 06,Monnaie,4,2,150,4500000
3016,Appartement,Paris 01,Vendôme,4,2,65,1950000
3017,Appartement,Paris 02,Vivienne-Gaillon,3,2,65,1950000
3018,Maison,Montmagny,Les Sablons,8,5,148.5,450000
3019,Appartement,,,3,1,70,600000
3020,Appartement,La-Celle-Saint-Cloud,Domaine Saint-François d'Assise,5,3,79,338000
3021,Appartement,Eragny,Le Village-Les Pres,4,3,73.29,159000
3022,Appartement,Paris 15,Citroën-Boucicaut,7,4,200,3069400
3023,Appartement,Morangis,Ormeteau,3,2,56.4,132000
3024,Appartement,Thiais,Les Saules,4,2,84.34,349900
3025,Maison,Noisy-le-Grand,Varenne-Centre-Rive Charmante,5,3,72,374000
3026,Appartement,Paris 09,Clichy-Trinité,1,,8,75000
3027,Maison,,,6,5,157,369000
3028,Appartement,Paris 17,Péreire-Malesherbes,5,3,147.9,2117484
3029,Appartement,Montreuil,Solidarité Carnot,5,3,104,749000
3030,Maison,Versailles,Clagny-Glatigny,7,5,132,1400000
3031,Maison,Longjumeau,Grenat,7,4,265,493500
3032,Appartement,Bourg-la-Reine,La Faiencerie-Le Clos Saint Cyr,3,2,72.35,286000
3033,Maison,Montmorency,Centre Montmorency Centre,7,4,165,680000
3034,Appartement,Paris 04,Arsenal,4,3,116,1715000
3035,Appartement,Rueil-Malmaison,Les Bords de Seine-Closeaux,5,3,92.2,521500
3036,Appartement,Paris 08,Saint Philippe du Roule,6,3,166.44,2025000
3037,Appartement,Paris 18,Grandes Carrières-Clichy,4,2,92.01,1000000
3038,Maison,Mantes-la-Ville,Avenue du Mantois,5,3,104,230000
3039,Maison,,,8,6,240,679000
3040,Appartement,Paris 18,Amiraux-Simplon-Poissonniers,2,1,46.52,378000
3041,Maison,,,7,5,125,292000
3042,Maison,,,6,3,180,680000
3043,Maison,,,5,3,102,299000
3044,Appartement,Lagny-sur-Marne,Tassigny-Leclerc Centre,3,2,82,305000
3045,Appartement,Dammarie les Lys,Bois et Forêt de Fontainebleau,3,2,58.52,155000
3046,Maison,,,8,7,212,499000
3047,Appartement,Maisons-Laffitte,Centre,4,2,110,890000
3048,Appartement,Argenteuil,Centre Ville-Calais,7,5,170,515000
3049,Appartement,Paris 02,Montorgueil-Saint Denis,1,,22,350000
3050,Appartement,Ivry-sur-Seine,Centre Ville Est,2,1,32,218000
3051,Appartement,Colombes,Agent Sarre-Centre-Les Vallées-La Garenne,3,2,60,299900
3052,Appartement,Paris 16,Auteuil Nord,2,1,48,540000
3053,Maison,,,6,4,120,434500
3054,Appartement,Paris 18,Montmartre,3,2,64,822000
3055,Appartement,Fontenay-sous-Bois,Village,3,2,56,348000
3056,Maison,,,8,5,200,850000
3057,Maison,Morangis,Croix Boisselière-Blés d'Or,7,5,140,439000
3058,Appartement,Joinville-le-Pont,Moutier,3,2,65.5,490000
3059,Maison,,,6,4,120,346000
3060,Appartement,Poissy,Meissonier,3,2,47,131000
3061,Appartement,Cergy,Les Terrasses-Axe Majeur-Lauterne,4,3,69.31,185000
3062,Appartement,Nogent-sur-Marne,Porte de Nogent,3,2,64.41,478000
3063,Maison,Nogent-sur-Marne,Les Viselets-Hauts de Nogent,8,5,240,1865000
3064,Appartement,Saint-Michel-sur-Orge,Montatons,2,1,43,165000
3065,Appartement,,,4,3,74.7,395000
3066,Maison,Morangis,Croix Boisselière-Blés d'Or,8,5,160,556500
3067,Maison,Bondoufle,Centre,8,4,200,489000
3068,Appartement,Le Kremlin Bicetre,Les Plantes,3,2,67.82,551200
3069,Appartement,Paris 13,Buttes Aux Cailles-Glacière,3,2,67,675000
3070,Appartement,Evry,Aguado,3,2,75,139000
3071,Maison,,,6,5,175,485000
3072,Appartement,Paris 14,Mouton Duvernet,3,2,54,620000
3073,Appartement,Créteil,Hôtel de Ville,3,2,62,294000
3074,Appartement,Livry-Gargan,Collavéri-Kubacki,2,1,45,155000
3075,Appartement,Livry-Gargan,Collavéri-Kubacki,3,2,59,207000
3076,Maison,Les Pavillons-sous-Bois,Emile Zola,7,5,127,495000
3077,Appartement,Achères,Plantes d'Ennemont,4,3,83,300000
3078,Appartement,Meudon,Bellevue,5,3,101,832000
3079,Appartement,Meudon,Forêt Domaniale,4,3,104,760000
3080,Appartement,,,3,2,60,231500
3081,Appartement,Clichy,Centre Ville-Gambetta,4,3,88,480000
3082,Appartement,Paris 13,Nationale-Deux Moulins,3,2,63.3,660000
3083,Appartement,Asnières-sur-Seine,Centre-Voltaire,1,,32.09,255000
3084,Maison,Courbevoie,Gambetta,7,5,156,1298000
3085,Maison,,,3,2,80,350000
3086,Appartement,Paris 16,Muette Sud,5,3,161.72,2250000
3087,Maison,,,9,6,210,595000
3088,Maison,,,6,4,170,595000
3089,Appartement,Palaiseau,Est,3,2,61.39,285000
3090,Maison,,,7,4,115,251000
3091,Appartement,Verneuil sur Seine,Clairieres,3,2,69,185000
3092,Appartement,Alfortville,Juillet Zola,4,3,83,627000
3093,Appartement,Conflans-Sainte-Honorine,Plateau Carno,4,2,59.31,249000
3094,Appartement,La Garenne-Colombes,Champs Philippe Sud,3,2,70,580000
3095,Appartement,Boulogne-Billancourt,Reine-Mairie,2,1,55,542000
3096,Appartement,Paris 06,Notre Dame des Champs,7,5,203,2835000
3097,Appartement,Paris 14,Montsouris Dareau,1,,37.95,420000
3098,Appartement,Paris 16,Chaillot,6,4,158,2100000
3099,Appartement,Deuil-la-Barre,Les Presles,2,1,40,645000
3100,Appartement,Courbevoie,Hôtel de Ville,3,2,70.21,550000
3101,Appartement,Courbevoie,Bécon,4,3,117.71,900000
3102,Maison,Savigny-sur-Orge,Tilleuls-Champagne,3,2,118,349000
3103,Appartement,Paris 12,Nation-Picpus,3,2,83,899000
3104,Maison,,,5,2,97.67,347000
3105,Maison,Le Pecq,Vieux Pecq Cité,5,3,130,705000
3106,Maison,,,6,5,114,325000
3107,Appartement,Colombes,Plateau-Grèves-Europe-Gare du Stade-Fossés Jean,5,4,91,265000
3108,Appartement,Le Kremlin Bicetre,Les Plantes,3,2,55,346500
3109,Appartement,Paris 17,La Fourche-Guy Môquet,3,2,59.86,630000
3110,Appartement,Paris 15,Emeriau-Zola,4,3,110,1036000
3111,Appartement,Paris 16,Auteuil Sud,4,2,78,998000
3112,Appartement,Colombes,Agent Sarre-Centre-Les Vallées-La Garenne,2,1,47,249000
3113,Appartement,Paris 14,Mouton Duvernet,2,1,48,535000
3114,Appartement,Bagnolet,Centre Sud-Jules Ferry,2,1,38.71,262000
3115,Maison,Bougival,Centre Ville-Jonchère,10,6,200,997500
3116,Appartement,Villemomble,Bondy,4,3,69,184000
3117,Appartement,Paris 15,Alleray Procession,5,3,93.86,1260000
3118,Appartement,,,2,1,40,178000
3119,Appartement,Paris 06,Monnaie,5,4,130,3406000
3120,Maison,,,5,3,115,305000
3121,Appartement,Paris 17,Clichy-Batignolles,5,3,92.41,875000
3122,Maison,La-Celle-Saint-Cloud,Gressets-Centre-Garenne-Bechevet,10,9,280,
3123,Appartement,Paris 18,La Chapelle-Marx Dormoy,2,1,50,448000
3124,Appartement,Paris 06,Monnaie,5,4,130,3406000
3125,Maison,,,5,3,115,305000
3126,Appartement,Paris 17,Clichy-Batignolles,5,3,92.41,875000
3127,Maison,La-Celle-Saint-Cloud,Gressets-Centre-Garenne-Bechevet,10,9,280,
3128,Appartement,Paris 18,La Chapelle-Marx Dormoy,2,1,50,448000
3129,Appartement,Paris 20,Télégraphe-Pelleport Saint Fargeau,5,4,107,915000
3130,Maison,Palaiseau,Plateau et Pileu,4,3,76.3,453000
3131,Appartement,Paris 14,Mouton Duvernet,3,2,67,645000
3132,Maison,Herblay sur Seine,L'Orme Macaire,6,4,130,493500
3133,Appartement,Le Plessis-Robinson,Wallon,6,4,128.54,786000
3134,Appartement,Brunoy,Les Bords de l'Yerres,2,1,47.71,174000
3135,Maison,,,6,4,160,657000
3136,Appartement,,,2,1,42,236000
3137,Maison,,,4,2,95,409000
3138,Maison,,,4,3,155,530000
3139,Appartement,Colombes,Plateau-Grèves-Europe-Gare du Stade-Fossés Jean,3,2,67,325000
3140,Appartement,Paris 11,République-Saint Ambroise,1,,30,360000
3141,Maison,Clamart,Galvents-Corby,7,5,135,994500
3142,Appartement,Le Plessis-Trévise,Le Centre,3,2,59,171000
3143,Appartement,Neuilly-sur-Seine,Charles Laffitte,6,4,161,2340000
3144,Maison,Claye-Souilly,Nord Ouest,7,5,157,522000
3145,Appartement,Paris 18,Grandes Carrières-Clichy,2,1,53,584000
3146,Appartement,Paris 20,Plaine,3,2,77,960000
3147,Appartement,Bry-sur-Marne,Pepiniere,4,2,63,288700
3148,Maison,Conflans-Sainte-Honorine,Chennevieres,7,4,130,598000
3149,Appartement,Paris 16,Chaillot,5,2,110,1545000
3150,Appartement,,,4,3,79.7,498000
3151,Appartement,Montmorency,Centre Montmorency Centre,2,1,38.4,161000
3152,Maison,Guyancourt,Villaroy,8,6,196,680000
3153,Appartement,Chatou,Europe-Nord,4,3,80,289000
3154,Appartement,Champigny-sur-Marne,Fourchette-Polangis,4,3,62.08,237000
3155,Appartement,Paris 15,Emeriau-Zola,4,3,82.5,1295000
3156,Maison,Carrières-sous-Poissy,Saint Blaise,5,3,122,474000
3157,Maison,Cergy,Le Hazay-Les Essarts,6,4,95.9,327000
3158,Appartement,Claye-Souilly,Centre Sud,2,1,38,191000
3159,Appartement,Paris 09,Provence Opéra,2,1,66,750000
3160,Maison,Vernouillet,Haut,8,5,190,660000
3161,Maison,,,6,4,119,414000
3162,Maison,,,4,3,90,225750
3163,Maison,Neuilly-sur-Marne,Docteur Schapira,8,4,220,498750
3164,Appartement,Paris 13,Buttes Aux Cailles-Glacière,4,3,86,900000
3165,Maison,Bry-sur-Marne,Pepiniere,8,6,164,980000
3166,Appartement,Paris 16,Chaillot,9,6,293,3822000
3167,Maison,,,6,5,230,780000
3168,Maison,Conflans-Sainte-Honorine,Centre Ville,6,4,124,442000
3169,Appartement,Paris 16,Porte Dauphine,5,3,224,3570000
3170,Appartement,Paris 18,La Chapelle-Marx Dormoy,1,,24,230000
3171,Appartement,Les Lilas,Jalancloud,1,,30,260000
3172,Appartement,Cergy,Le Point du Jour-Centre Gare,3,2,60.65,195000
3173,Appartement,Vaucresson,Jardy-Centre Ville,4,3,99.57,470000
3174,Appartement,Mantes-la-Jolie,Collegiale,3,2,57,124000
3175,Appartement,Cergy,Parc Saint Christophe,3,2,59.72,227000
3176,Maison,,,10,5,250,2150000
3177,Appartement,Paris 17,Epinettes-Bessières,2,1,42.5,389000
3178,Maison,Cormeilles-en-Parisis,Carriere-Bois Rochefort,6,3,177,555000
3179,Maison,Mantes-la-Jolie,Les Martraits,7,4,170,409000
3180,Maison,,,9,7,250,335000
3181,Appartement,Carrières-sous-Poissy,Le Village,3,2,56.2,239000
3182,Maison,Montmorency,Centre Montmorency Centre,7,4,175,765000
3183,Appartement,Domont,Vieux Village,4,2,65.06,159300
3184,Appartement,Savigny-sur-Orge,Tilleuls-Champagne,2,1,38,145000
3185,Maison,Gif-sur-Yvette,Moulon-Vatonne Centre,9,6,225,1040000
3186,Appartement,Paris 20,Télégraphe-Pelleport Saint Fargeau,1,,25,260000
3187,Appartement,Montesson,Centre Est,3,2,50,225000
3188,Appartement,Paris 10,Faubourg du Temple-Hôpital Saint Louis,4,3,100,1250000
3189,Maison,Sceaux,Robinson,8,6,180,1195000
3190,Maison,,,9,5,212,497000
3191,Appartement,Levallois-Perret,Hôtel de Ville-Planchette,2,1,57,336000
3192,Maison,Rambouillet,Dreyfus Pont Hardy,5,3,93,291000
3193,Appartement,Paris 06,Saint Germain des Prés,4,2,150,4500000
3194,Appartement,Epinay sur Seine,Gallieni-De Lattre de Tassigny,2,1,51,145000
3195,Appartement,Paris 02,Sentier-Bonne Nouvelle,2,1,33,420000
3196,Appartement,Paris 19,Bassin de la Villette,1,,29,265000
3197,Maison,Soisy sur Seine,Les Bords de Seine,4,2,75,349000
3198,Appartement,Paris 06,Monnaie,4,2,96.45,2200000
3199,Appartement,Montmorency,Centre Montmorency Centre,5,3,106,520000
3200,Appartement,Savigny-sur-Orge,Henri Ouzilleau,4,3,66.65,143000
3201,Appartement,Ozoir-la-Ferrière,Domaine d'Armainvilliers,4,3,105,315000
3202,Appartement,Paris 04,Saint Gervais,4,3,115,1715000
3203,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,2,1,60,790000
3204,Appartement,Paris 08,Elysées-Madeleine,6,4,228,5000000
3205,Maison,,,5,3,100,344000
3206,Appartement,Cergy,Le Terroir,4,2,78,217500
3207,Appartement,L'Isle-Adam,Nogent-Cassan,4,2,79,252000
3208,Appartement,Ville-d'Avray,Thierry-Saint Cloud,3,2,65,509600
3209,Maison,Conflans-Sainte-Honorine,Boutries,8,5,150,495000
3210,Appartement,Poissy,Fernand Lefebvre,1,,40.45,176400
3211,Appartement,Corbeil-Essonnes,Rive Droite-Apport Paris Gare,2,1,49.78,135000
3212,Appartement,Saint-Denis,Centre Ville-Basilique,2,1,37,140000
3213,Maison,Le Vésinet,Sud RER,10,6,416,2500000
3214,Maison,,,6,5,163,376000
3215,Maison,Soisy-sous-Montmorency,Le Centre,7,5,180,790000
3216,Appartement,Melun,Montaigu Nord Est,,,,87900
3217,Appartement,Saint-Cloud,Montretout,3,2,71,650000
3218,Appartement,Limeil-Brévannes,Les Neufs Saulets,3,2,57,217000
3219,Appartement,Paris 15,Violet Commerce,4,3,104,1050000
3220,Maison,,,2,1,53,179000
3221,Appartement,Paris 14,Jean Moulin-Porte d'Orléans,3,2,54,625000
3222,Appartement,Bois-d'Arcy,La Croix Blanche-Les Langots,3,2,65,159500
3223,Appartement,Paris 17,Legendre-Lévis,5,3,173.78,2510000
3224,Maison,Morangis,Poirier-Marlé,4,2,82.93,378000
3225,Appartement,Paris 04,Arsenal,3,1,117.67,1870000
3226,Appartement,Gennevilliers,Agnettes,2,1,39.68,250000
3227,Appartement,Chaville,Etang Saint Denis,1,,28.83,198000
3228,Appartement,Maisons-Laffitte,Foch,3,2,74.74,364000
3229,Appartement,Paris 17,Courcelles-Wagram,3,1,65,885000
3230,Maison,Soisy sur Seine,Les Bords de Seine,6,3,126,465000
3231,Appartement,Paris 06,Monnaie,2,1,127.5,
3232,Appartement,Charenton-le-Pont,Carrieres,4,3,84,465000
3233,Appartement,Paris 05,Saint Victor,2,1,33,585000
3234,Maison,,,8,5,300,2250000
3235,Appartement,Courbevoie,Bécon,3,2,54,415000
3236,Appartement,Guyancourt,Centre Ville-Bouviers,3,2,64,299000
3237,Appartement,Paris 16,Muette Sud,1,,22,300000
3238,Appartement,L'Haÿ-les-Roses,Petit Robinson,4,2,65,262000
3239,Maison,Combs-la-Ville,Beausoleil,9,5,174,440500
3240,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,6,4,153.18,1860000
3241,Maison,,,4,3,108,357500
3242,Appartement,,,3,2,39,159000
3243,Maison,,,7,6,127,281000
3244,Appartement,Saint-Cyr-l'École,Hôtel de Ville,3,2,68,365000
3245,Appartement,Paris 17,Batignolles-Cardinet,6,3,150,1630000
3246,Maison,Morangis,Croix Boisselière-Blés d'Or,8,5,260,556500
3247,Maison,Morangis,Ormeteau,8,5,180,409000
3248,Maison,,,7,6,193,499000
3249,Maison,,,7,5,160,429000
3250,Appartement,Paris 01,Vendôme,4,2,65,1950000
3251,Maison,Bezons,Chene Ouest,4,3,78.34,392200
3252,Appartement,Paris 02,Vivienne-Gaillon,3,2,65,1950000
3253,Maison,Montmagny,Les Sablons,8,5,148.5,450000
3254,Appartement,,,3,1,70,600000
3255,Appartement,La-Celle-Saint-Cloud,Domaine Saint-François d'Assise,5,3,79,338000
3256,Appartement,Eragny,Le Village-Les Pres,4,3,73.29,159000
3257,Maison,Argenteuil,Orgemont-Bellevue,6,4,124,555000
3258,Appartement,Cergy,Le Point du Jour-Centre Gare,3,2,61.3,174900
3259,Appartement,Corbeil-Essonnes,Rive Droite-Apport Paris Gare,2,1,38,118000
3260,Appartement,Paris 01,Les Halles,2,1,51.7,649000
3261,Appartement,Vitry-sur-Seine,Port à l'Anglais,4,3,70,355100
3262,Appartement,Paris 20,Gambetta,2,1,50.43,509000
3263,Appartement,Le Vésinet,Centre,5,3,81,457000
3264,Maison,,,8,5,220,994500
3265,Appartement,Paris 15,Citroën-Boucicaut,4,3,100.8,975000
3266,Appartement,Clichy,Entrée de Ville,4,3,102,485000
3267,Appartement,Paris 02,Vivienne-Gaillon,2,1,37.33,520000
3268,Appartement,Morangis,Croix Boisselière-Blés d'Or,3,2,57,198000
3269,Maison,Pontoise,Centre Ville,5,4,134,316000
3270,Appartement,Alfortville,Juillet Zola,3,2,60.05,330000
3271,Appartement,,,2,1,45,285246
3272,Appartement,Montmorency,Centre Montmorency Centre,4,3,82,315000
3273,Appartement,,,2,1,55.17,212000
3274,Appartement,Sucy-en-Brie,Le Centre,3,2,66,249000
3275,Appartement,Saint-Maur-des-Fossés,Adamville,4,3,75.56,398000
3276,Maison,,,8,4,135,419500
3277,Appartement,Paris 07,Ecole Militaire,5,4,213.37,4700000
3278,Appartement,Paris 10,Porte Saint Denis-Paradis,5,4,139.1,1690000
3279,Appartement,Argenteuil,Centre Ville-Calais,2,1,54,199500
